,complaint_id,date_received,district_occurrence,general_cap_classification,summary,incident_date,complainant_sex,complainant_race,complainant_age,officer_id,po_race,po_sex,po_assigned_unit,allegations_investigated,investigative_findings,disciplinary_findings
4558,18-0086,2018-03-05,2400, VERBAL ABUSE,"According to the complainant, on 2-29-18, they were threatened by an officer assigned to the 25th District.",03-01-18,female,black,19.0,73174878.0,latino,male,2500 25TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
4559,18-0087,2018-03-05,, HARASSMENT,"According to the complainant, on 2-29-18 at 9:10am, they were harassed by an officer assigned to the 25th District.",03-01-18,female,white,21.0,73012315.0,white,male,2500 25TH DISTRICT,Departmental Violation,Sustained Finding,Guilty Finding
4561,18-0088,2018-03-02,200, VERBAL ABUSE,"According to the complainant, on 2-23-18 at 7:10pm, they were treated with rude behavior by an officer assigned to the 2nd District.",2-23-18,male,asian,31.0,21255380.0,white,male,0200 02ND DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
4562,18-0089,2018-03-05,2500, PHYSICAL ABUSE,"According to the complainant, on 2-23-18 at 2:30pm, they were physically abused by officers assigned to the 25th District.",2-23-18,male,latino,62.0,80074121.0,white,male,2500 25TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
4566,18-0091,2018-03-07,500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 3-1-18 at 1:15am, they did not receive proper service from officers assigned to the 5th District.",3-1-18,female,white,24.0,94248887.0,black,male,0500 05TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
4573,18-0092,2018-03-08,2500, PHYSICAL ABUSE,"According to the complainant, on 3-4-18 at 8:10pm, they were physically and verbally abused by officers assigned to Highway Patrol.",3-4-18,male,latino,33.0,69034234.0,black,male,5300 HIGHWAY PATROL,Civil Rights Complaint,No Sustained Findings,Not Applicable
4578,18-0093,2018-03-07,300, UNPROFESSIONAL CONDUCT,"According to the complainant, in December 2017, they were treated unprofessionally by an officer assigned to the 3rd District.",Unclear,female,latino,36.0,53566343.0,latino,male,0300 03RD DISTRICT,Lack of Service,Sustained Finding,Training/Counseling
4580,18-0094,2018-03-08,600, PHYSICAL ABUSE,"According to the complainant, on 3-1-18 at 8:35pm, they were physically abused by an officer assigned to the Center City District.",3-1-18,male,white,43.0,71290895.0,black,male,4500 CENTER CITY DISTRIC,Departmental Violation,Sustained Finding,Pending
4586,18-0095,2018-03-08,3900, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 3-2-18 at 11:36pm, they did not receive proper service from officers assigned to Highway Patrol.",3-2-18,female,unreported,38.0,46192628.0,black,male,5300 HIGHWAY PATROL,Lack of Service,No Sustained Findings,Not Applicable
4588,18-0096,2018-03-08,1400, PHYSICAL ABUSE,"According to the complainant, on 2-28-18 at 7:20pm, they were harassed ,physically, and verbally abused by an officer assigned to the 14th District.",2-28-18,male,black,28.0,60319330.0,white,male,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
4591,18-0097,2018-03-06,900, DOMESTIC,"According to the complainant, on 3-3-18 at 10:30pm, they were physically abused by an off duty officer assigned to the Airport Unit.",3-3-18,female,black,57.0,68438913.0,black,female,7700 AIRPORT,Domestic,No Sustained Findings,Not Applicable
4592,18-0098,2018-03-08,100, SEXUAL CRIME/MISCONDUCT,"According to the complainant, on 3-1-18 at 8:00pm, they were verbally abused, treated unprofessionally and improperly searched by officers assigned to Highway Patrol.",3-1-18,unreported,unreported,,46192628.0,black,male,5300 HIGHWAY PATROL,Departmental Violation,No Sustained Findings,Not Applicable
4596,18-0099,2018-03-12,2200, PHYSICAL ABUSE,"According to the complainant, on 3-6-18 at 11:56am, they were physically and verbally abused by an officer assigned to the 22nd District.",3-6-18,female,unreported,30.0,48527566.0,black,female,2200 22ND DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
4598,18-0100,2018-03-12,2500, LACK OF SERVICE,"According to the complainant, on 12-17-17 at 4:10am, they did not receive proper service from an officer assigned to the 25th District.",12-17-17,male,black,31.0,29439508.0,black,female,2500 25TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
4599,18-0101,2018-03-13,2600, VERBAL ABUSE,"According to the complainant, on 2-15-18 at 7:15pm, they were verbally abused by an officer assigned to Highway Patrol.",2-15-18,male,black,24.0,49276182.0,black,male,5300 HIGHWAY PATROL,Verbal Abuse,No Sustained Findings,Not Applicable
4600,18-0102,2018-03-12,1500, CRIMINAL ALLEGATION,"According to the complainant, on 3-6-18 at 1:00am, they were physically abused and their money was taken by officers assigned to the 15th District.",3-6-18,male,latino,37.0,,unreported,unreported,,Physical Abuse,No Sustained Findings,Not Applicable
4606,18-0103,2018-03-13,3500, LACK OF SERVICE,"According to the complainant, on 3-7-18 at 11:11am, they did not receive proper service from a sergeant and an officer assigned the 35th District.",3-7-18,male,black,46.0,31156465.0,latino,female,3500 35TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
4608,18-0104,2018-03-13,1900, LACK OF SERVICE,"According to the complainant, on 3-7-18 at 11:20am, they did not receive proper service from officers assigned to the 19th District.",3-7-18,female,black,28.0,32388479.0,white,male,1900 19TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
4610,18-0105,2018-03-13,2200, PHYSICAL ABUSE,"According to the complainant, on 2-28-18 at 10:50pm, they were physically abused and harassed by officers assigned to the 22nd District.",2-28-18,male,black,22.0,84344713.0,white,male,2200 22ND DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
4620,18-0106,2018-03-15,1900, CIVIL RIGHTS COMPLAINT,"According to the complainant, on 3-11-18 at 8:42pm, they were racially profiled by officers assigned to the 19th District.",3-11-18,male,black,19.0,97536203.0,black,male,1900 19TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
4622,18-0107,2018-03-13,1900, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 3-1-18 at 8:45pm, they did not receive proper service from an officer assigned to the 19th District.",3-1-18,female,black,52.0,29311792.0,black,male,1900 19TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
4623,18-0108,2018-03-15,800, PHYSICAL ABUSE,"According to the complainant, on 3-11-18 at 3:00pm, they were verbally and physically abused by an officer assigned to the 8th District.",3-11-18,female,black,30.0,61380884.0,white,male,0800 08TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
4625,18-0109,2018-03-13,900, PHYSICAL ABUSE,"According to the complainant, on 3-11-18 at 12:00pm, they were verbally and physically abused by officers assigned to the 9th District.",3-11-18,male,latino,18.0,,unreported,unreported,,Physical Abuse,No Sustained Findings,Not Applicable
4628,18-0110,2018-03-15,1500, HARASSMENT,"According to the complainant, on 3-9-18 at 7:46pm, they were treated unprofessionally by an officer assigned to the 15th District.",3-9-18,male,black,24.0,29770128.0,latino,male,1500 15TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
4631,18-0111,2018-03-15,3900, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 3-11-18 at 8:45pm, they were verbally abused and falsely detained by officers assigned to the 35th District.",3-11-18,male,black,20.0,29180642.0,black,male,3500 35TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
4635,18-0112,2018-03-14,900, LACK OF SERVICE,"According to the complainant, on 3-7-18 at 5:10pm, 911 dispatchers assigned to the Radio Room were rude and dismissive.",3-7-18,male,white,54.0,87319948.0,white,male,4922 RADIO ROOM 2,Departmental Violation,No Sustained Findings,Not Applicable
4638,18-0113,2018-03-15,1500, PHYSICAL ABUSE,"According to the complainant, on 6-26-18 at 10:00pm, they were physically abused by officers assigned to the 15th District.",6-26-18,female,black,39.0,90732747.0,white,male,1500 15TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
4644,18-0114,2018-03-15,2200, PHYSICAL ABUSE,"According to the complainant, on 3-11-18 at 9:00pm, they were verbally and physically abused by an officer assigned to Highway Patrol.",3-11-18,male,black,37.0,75318757.0,black,male,1200 12TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
4649,18-0115,2018-03-15,1400, CIVIL RIGHTS COMPLAINT,"According to the complainant, on 3-12-18 at 4:48pm, they were racially profiled by an officer assigned to the 14th District.",3-12-18,male,black,19.0,84434491.0,white,male,1400 14TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
4651,18-0116,2018-03-19,1900, PHYSICAL ABUSE,"According to the complainant, on 3-13-18 at 7:15pm, they were harassed, improperly ticketed and physically abused by officers assigned to the 19th District.",3-13-18,female,black,41.0,63150712.0,black,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
4656,18-0117,2018-03-20,1900, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 2-28-18 at 8:00pm, their property was not returned to them after they were arrested by officers assigned to the 19th District.",2-28-18,male,black,59.0,,unreported,unreported,,No C.A.P. Investigation,Not Applicable,Not Applicable
4657,18-0118,2018-03-19,900, PHYSICAL ABUSE,"According to the complainant, on 3-11-18 at 12:55pm, they are missing property and they were physically abused by an officer assigned to Highway Patrol.",3-11-18,male,unreported,,22320367.0,white,male,5300 HIGHWAY PATROL,Departmental Violation,No Sustained Findings,Not Applicable
4661,18-0119,2018-03-19,1400, VERBAL ABUSE,"According to the complainant, on 3-13-18, they were verbally abused by an officer assigned to the 14th District.",3-13-18,male,unreported,,82731611.0,white,male,9807 SUMMER INITIATIVE,Verbal Abuse,No Sustained Findings,Not Applicable
4662,18-0120,2018-03-20,600, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 12-24-17 at 3:35pm, an officer assigned to the Center City District did not follow proper police procedure.",12-24-17,female,unreported,57.0,39243776.0,asian,male,4500 CENTER CITY DISTRIC,No C.A.P. Investigation,Not Applicable,Not Applicable
4663,18-0121,2018-03-19,1900, CRIMINAL ALLEGATION,"According to the complainant, on 3-11-18 at 9:00pm, they were treated unprofessionally by an off-duty officer assigned to the Narcotics Field Unit.",3-11-18,female,black,36.0,37000848.0,black,male,7401 NARC FIELD UNIT,Unprofessional Conduct,No Sustained Findings,Not Applicable
4666,18-0122,2018-03-20,200, LACK OF SERVICE,"According to the complainant, on 3-5-18 at 2:45pm, they did not receive proper service from an officer assigned to the 2nd District.",3-5-18,male,black,28.0,37423478.0,white,male,0200 02ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
4667,18-0123,2018-03-20,900, HARASSMENT,"According to the complainant, they have been falsely arrested, harassed and verbally abused by officers assigned to the 9th District.",Unclear,female,black,47.0,16861535.0,latino,male,4500 CENTER CITY DISTRIC,Physical Abuse,No Sustained Findings,Not Applicable
4670,18-0124,2018-03-21,1400, VERBAL ABUSE,"According to the complainant, on 3-17-18 at 7:52pm, they were treated unprofessionally by a 911 operator assigned to the Radio Room.",3-17-18,unreported,unreported,,64526407.0,black,female,4921 RADIO ROOM 1,Unprofessional Conduct,No Sustained Findings,Not Applicable
4671,18-0125,2018-03-21,3900, LACK OF SERVICE,"According to the complainant, on 3-17-18 at 9:15pm, they did not receive proper service and was treated unprofessionally by an officer assigned to the 39th District.",3-17-18,female,multi ethnic,36.0,13937112.0,white,male,3900 39TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
4672,18-0126,2018-03-26,, CRIMINAL ALLEGATION,"According to the complainant, for several years they are missing property, were falsely arrested and have been harassed by an officer assigned to the 18th District.",Unclear,male,black,26.0,64290544.0,black,male,1800 18TH DISTRICT,Criminal Allegation,No Sustained Findings,Not Applicable
4674,18-0127,2018-03-23,600, PHYSICAL ABUSE,"According to the complainant, on 3-11-18 at 4:20am, they are missing property, were physically and verbally abused by officers assigned to the 6th District.",3-11-18,male,white,40.0,30683023.0,black,male,0300 03RD DISTRICT,Lack of Service,Sustained Finding,Training/Counseling
4680,18-0128,2018-03-23,1700, VERBAL ABUSE,"According to the complainant, on 3-16-18 at 11:45am, they were verbally abused by an officer assigned to the Mounted Patrol Unit. This incident occurred in the confines of the 17th District.",3-16-18,male,white,43.0,49969179.0,asian,male,6801 MOUNTED PATROL UNIT,Disciplinary Code Violation,Sustained Finding,Guilty Finding
4684,18-0129,2018-03-26,1900, CIVIL RIGHTS COMPLAINT,"According to the complainant, on 3-8-18 at 9:50pm, they were racially profiled by officers assigned to the 19th District.",3-8-18,male,white,54.0,38910066.0,black,male,9807 SUMMER INITIATIVE,Civil Rights Complaint,No Sustained Findings,Not Applicable
4688,18-0130,2018-03-27,900, PHYSICAL ABUSE,"According to the complainant, on 3-8-18 at 1:30pm, they were physically abused by officers assigned to the 9th District.",3-8-18,male,unreported,,79118310.0,white,male,0900 09TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
4696,18-0131,2018-03-26,1400, CIVIL RIGHTS COMPLAINT,"According to the complainant, on 11-9-17 at 10:00pm, they were racially profiled by an officer assigned to the 14th District.",11-9-17,female,black,66.0,76315938.0,latino,female,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
4701,18-0132,2018-03-26,1400, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-30-17 at 8:45pm, they were falsely arrested by officers assigned to the 14th District.",12-30-17,male,black,51.0,71848451.0,white,male,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
4708,18-0133,2018-03-27,600, HARASSMENT,"According to the complainant, on 3-22-18 at 8:30pm, they were harassed by an officer assigned to the 6th District.",3-22-18,male,latino,33.0,26171762.0,white,male,0600 06TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
4710,18-0134,2018-03-28,1400, UNPROFESSIONAL CONDUCT,"According to the complainant, on 1-22-18 at 6:30am, they were treated unprofessionally by officers assigned to the 14th District.",1-22-18,female,black,51.0,14171945.0,black,female,1400 14TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
